"PVWatts: Hourly PV Performance Data"
"Requested Location:","78701, USA"
"Location:","Lat, Lng: 30.29, -97.74"
"Lat (deg N):","30.29"
"Lng (deg W):","97.74"
"Elev (m):","186.83999633789"
"DC System Size (kW):","10"
"Module Type:","Standard"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","30"
"Array Azimuth (deg):","300"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","3","13","0","161","9","3","145.017","11.244","1326.547","1248.399"
"1","3","14","0","96","9","3","87.326","9.898","803.563","736.892"
"1","3","15","0","54","9","3","48.996","8.571","453.479","393.922"
"1","3","16","0","52","7","2","47.519","6.245","444.27","384.894"
"1","3","17","0","5","5","1","4.509","2.304","42.87","0"
"1","3","18","0","0","4","1","0","4","0","0"
"1","3","19","0","0","4","1","0","4","0","0"
"1","3","20","0","0","3","1","0","3","0","0"
"1","3","21","0","0","3","1","0","3","0","0"
"1","3","22","0","0","3","1","0","3","0","0"
"1","3","23","0","0","2","1","0","2","0","0"
"1","4","0","0","0","2","1","0","2","0","0"
"1","4","1","0","0","2","1","0","2","0","0"
"1","4","2","0","0","2","2","0","2","0","0"
"1","4","3","0","0","2","2","0","2","0","0"
"1","4","4","0","0","1","2","0","1","0","0"
"1","4","5","0","0","0","2","0","0","0","0"
"1","4","6","0","0","0","2","0","0","0","0"
"1","4","7","0","0","0","2","0","0","0","0"
"1","4","8","1","65","2","2","56.034","1.182","535.343","474.163"
"1","4","9","0","56","4","3","50.817","3.43","480.879","420.782"
"1","4","10","0","128","5","3","112.378","6.197","1050.879","978.907"
"1","4","11","59","249","7","2","213.198","11.924","1910.208","1818.051"
"1","4","12","0","138","8","2","124.044","10.602","1137.907","1064.016"
"1","4","13","0","119","8","1","107.871","10.046","991.972","921.284"
"1","4","14","0","120","8","1","109.168","9.967","1004.246","933.291"
"1","4","15","0","98","8","1","89.786","9.225","828.636","761.438"
"1","4","16","0","20","7","0","18.082","4.573","170.278","116.143"
"1","4","17","0","18","5","0","16.307","1","155.914","102.046"
"1","4","18","0","0","5","0","0","5","0","0"
"1","4","19","0","0","5","0","0","5","0","0"
"1","4","20","0","0","5","0","0","5","0","0"
"1","4","21","0","0","4","0","0","4","0","0"
"1","4","22","0","0","4","0","0","4","0","0"
"1","4","23","0","0","4","0","0","4","0","0"
"1","5","0","0","0","4","0","0","4","0","0"
"1","5","1","0","0","4","0","0","4","0","0"
"1","5","2","0","0","4","0","0","4","0","0"
"1","5","3","0","0","4","0","0","4","0","0"
"1","5","4","0","0","3","0","0","3","0","0"
"1","5","5","0","0","3","0","0","3","0","0"
"1","5","6","0","0","3","0","0","3","0","0"
"1","5","7","0","0","3","0","0","3","0","0"
"1","5","8","376","66","5","1","50.196","3.705","474.445","414.476"
"1","5","9","0","123","6","1","104.775","7.293","975.149","904.824"
"1","5","10","17","182","8","1","153.343","11.632","1396.581","1316.819"
"1","5","11","53","247","10","1","210.728","16.178","1855.542","1764.751"
"1","5","12","134","287","11","1","280.571","20.164","2404.131","2299.129"
"1","5","13","882","95","12","1","449.532","27.618","3516.221","3378.978"
"1","5","14","863","86","13","1","479.657","30.703","3765.919","3620.805"
"1","5","15","797","73","12","0","441.175","33.6","3411.884","3277.862"
"1","5","16","652","53","11","0","329.32","28.044","2562.338","2453.03"
"1","5","17","223","15","9","0","101.566","15.429","809.332","742.54"
"1","5","18","0","0","7","0","0","7","0","0"
"1","5","19","0","0","5","0","0","5","0","0"
"1","5","20","0","0","5","0","0","5","0","0"
"1","5","21","0","0","4","0","0","4","0","0"
"1","5","22","0","0","4","0","0","4","0","0"
"1","5","23","0","0","3","0","0","3","0","0"
"1","6","0","0","0","2","1","0","2","0","0"
"1","6","1","0","0","1","1","0","1","0","0"
"1","6","2","0","0","1","1","0","1","0","0"
"1","6","3","0","0","1","1","0","1","0","0"
"1","6","4","0","0","0","1","0","0","0","0"
"1","6","5","0","0","0","2","0","0","0","0"
"1","6","6","0","0","0","2","0","0","0","0"
"1","6","7","0","0","1","2","0","1","0","0"
"1","6","8","670","41","3","3","34.026","1.701","324.361","267.313"
"1","6","9","857","57","7","3","48.6","6.314","454.242","394.67"
"1","6","10","940","66","10","4","83.126","10.376","554.71","493.143"
"1","6","11","980","71","13","4","248.477","17.774","1654.835","1568.963"
"1","6","12","990","74","14","4","384.399","22.725","2891.298","2772.739"
"1","6","13","982","73","15","4","473.477","26.352","3709.273","3565.966"
"1","6","14","948","69","15","4","502.868","27.344","4001.512","3848.759"
"1","6","15","873","62","14","3","463.954","26.693","3701.228","3558.175"
"1","6","16","720","47","10","1","349.662","23.405","2772.938","2657.753"
"1","6","17","286","15","7","1","121.109","11.338","974.038","903.738"
"1","6","18","0","0","5","1","0","5","0","0"
"1","6","19","0","0","4","1","0","4","0","0"
"1","6","20","0","0","3","1","0","3","0","0"
"1","6","21","0","0","2","1","0","2","0","0"
"1","6","22","0","0","2","1","0","2","0","0"
"1","6","23","0","0","1","1","0","1","0","0"
"1","7","0","0","0","0","1","0","0","0","0"
"1","7","1","0","0","0","1","0","0","0","0"
"1","7","2","0","0","0","1","0","0","0","0"
"1","7","3","0","0","0","1","0","0","0","0"
"1","7","4","0","0","0","1","0","0","0","0"
"1","7","5","0","0","0","1","0","0","0","0"
"1","7","6","0","0","0","1","0","0","0","0"
"1","7","7","0","0","1","1","0","1","0","0"
"1","7","8","276","63","3","2","47.612","1.918","453.466","393.909"
"1","7","9","572","94","5","1","66.114","4.727","622.179","559.251"
"1","7","10","346","197","8","1","150.26","11.206","1297.489","1220.005"
"1","7","11","345","245","10","2","253.479","16.396","2070.245","1974.026"
"1","7","12","556","200","11","2","342.579","20.672","2750.66","2636.105"
"1","7","13","419","235","12","2","380.672","23.256","3154.098","3027.859"
"1","7","14","503","176","12","2","400.949","24.053","3314.977","3183.909"
"1","7","15","377","144","11","1","323.971","23.044","2698.775","2585.679"
"1","7","16","127","90","9","1","148.036","14.137","1290.529","1213.204"
"1","7","17","0","14","7","1","12.663","5.515","118.763","65.582"
"1","7","18","0","0","7","1","0","7","0","0"
"1","7","19","0","0","6","1","0","6","0","0"
"1","7","20","0","0","6","1","0","6","0","0"
"1","7","21","0","0","6","1","0","6","0","0"
"1","7","22","0","0","7","1","0","7","0","0"
"1","7","23","0","0","7","1","0","7","0","0"
"1","8","0","0","0","6","1","0","6","0","0"
"1","8","1","0","0","6","0","0","6","0","0"
"1","8","2","0","0","6","0","0","6","0","0"
"1","8","3","0","0","6","0","0","6","0","0"
"1","8","4","0","0","6","1","0","6","0","0"
"1","8","5","0","0","6","1","0","6","0","0"
"1","8","6","0","0","6","1","0","6","0","0"
"1","8","7","0","0","6","1","0","6","0","0"
"1","8","8","0","21","8","2","18.99","6.069","177.676","123.404"
"1","8","9","0","5","9","1","4.518","6.166","42.259","0"
"1","8","10","0","94","11","1","84.851","11.24","776.192","710.094"
"1","8","11","0","44","12","2","39.955","11.282","365.424","307.585"
"1","8","12","0","73","13","2","66.406","12.924","602.944","540.405"
"1","8","13","0","118","12","2","107.001","13.345","969.713","899.506"
"1","8","14","0","45","12","2","40.841","11.427","373.288","315.297"
"1","8","15","0","68","11","1","61.764","10.644","566.487","504.683"
"1","8","16","0","15","10","1","13.554","7.903","125.811","72.5"
"1","8","17","0","1","10","2","0.9","7.599","8.369","0"
"1","8","18","0","0","10","3","0","10","0","0"
"1","8","19","0","0","10","3","0","10","0","0"
"1","8","20","0","0","9","3","0","9","0","0"
"1","8","21","0","0","9","3","0","9","0","0"
"1","8","22","0","0","9","3","0","9","0","0"
"1","8","23","0","0","9","3","0","9","0","0"
"1","9","0","0","0","9","4","0","9","0","0"
"1","9","1","0","0","9","2","0","9","0","0"
"1","9","2","0","0","9","2","0","9","0","0"
"1","9","3","0","0","9","4","0","9","0","0"
"1","9","4","0","0","9","5","0","9","0","0"
"1","9","5","0","0","9","5","0","9","0","0"
"1","9","6","0","0","9","6","0","9","0","0"
"1","9","7","0","0","9","5","0","9","0","0"
"1","9","8","0","50","10","5","44.57","9.342","411.126","352.399"
"1","9","9","94","149","11","4","117.432","12.263","1069.382","997.005"
"1","9","10","0","112","14","2","99.679","15.404","895.067","826.461"
"1","9","11","0","126","15","1","112.891","17.161","1005.697","934.71"
"1","9","12","0","143","15","3","128.412","17.018","1144.708","1070.666"
"1","9","13","0","118","15","4","107.007","16.321","956.909","886.978"
"1","9","14","0","114","15","3","103.711","16.301","927.52","858.221"
"1","9","15","0","54","15","2","48.998","14.739","441.296","381.979"
"1","9","16","0","6","14","2","5.416","12.037","49.366","0"
"1","9","17","0","0","12","1","0","12","0","0"
"1","9","18","0","0","11","0","0","11","0","0"
"1","9","19","0","0","10","0","0","10","0","0"
"1","9","20","0","0","10","1","0","10","0","0"
"1","9","21","0","0","9","1","0","9","0","0"
"1","9","22","0","0","9","1","0","9","0","0"
"1","9","23","0","0","8","1","0","8","0","0"
"1","10","0","0","0","8","1","0","8","0","0"
"1","10","1","0","0","7","1","0","7","0","0"
"1","10","2","0","0","6","1","0","6","0","0"
"1","10","3","0","0","6","1","0","6","0","0"
"1","10","4","0","0","6","1","0","6","0","0"
"1","10","5","0","0","6","2","0","6","0","0"
"1","10","6","0","0","6","2","0","6","0","0"
"1","10","7","0","0","6","3","0","6","0","0"
"1","10","8","579","45","8","3","34.345","6.784","320.36","263.389"
"1","10","9","784","62","10","3","46.507","9.304","429.069","369.991"
"1","10","10","879","70","13","4","85.675","13.481","572.484","510.56"
"1","10","11","927","74","14","4","243.74","18.675","1636.445","1551.016"
"1","10","12","946","74","15","4","374.87","23.471","2823.821","2707.192"
"1","10","13","939","73","16","3","461.873","28.159","3600.735","3460.854"
"1","10","14","905","69","17","3","490.535","30.226","3863.222","3714.978"
"1","10","15","829","63","16","2","454.272","30.093","3581.294","3442.023"
"1","10","16","677","49","14","1","341.894","26.964","2683.846","2571.168"
"1","10","17","276","18","11","1","127.04","15.487","1016.668","945.443"
"1","10","18","0","0","10","1","0","10","0","0"
"1","10","19","0","0","9","1","0","9","0","0"
"1","10","20","0","0","9","1","0","9","0","0"
"1","10","21","0","0","8","2","0","8","0","0"
"1","10","22","0","0","8","2","0","8","0","0"
"1","10","23","0","0","7","2","0","7","0","0"
"1","11","0","0","0","7","2","0","7","0","0"
"1","11","1","0","0","6","2","0","6","0","0"
"1","11","2","0","0","6","2","0","6","0","0"
"1","11","3","0","0","5","2","0","5","0","0"
"1","11","4","0","0","5","2","0","5","0","0"
"1","11","5","0","0","5","2","0","5","0","0"
"1","11","6","0","0","6","2","0","6","0","0"
"1","11","7","0","0","7","2","0","7","0","0"
"1","11","8","495","48","9","3","36.717","7.869","340.874","283.509"
"1","11","9","0","56","12","3","50.817","11.473","464.375","404.604"
"1","11","10","517","163","15","3","127.273","16.749","1015.539","944.339"
"1","11","11","619","168","18","4","246.758","22.914","1800.548","1711.12"
"1","11","12","723","148","19","5","357.792","26.167","2741.416","2627.121"
"1","11","13","709","145","20","5","428.673","29.035","3382.689","3249.561"
"1","11","14","416","203","21","5","389.75","29.341","3166.964","3040.342"
"1","11","15","99","173","20","4","212.354","24.856","1798.1","1708.732"
"1","11","16","186","93","18","2","182.492","22.54","1523.16","1440.435"
"1","11","17","12","19","16","2","22.003","15.302","192.319","137.773"
"1","11","18","0","0","15","2","0","15","0","0"
"1","11","19","0","0","15","2","0","15","0","0"
"1","11","20","0","0","15","2","0","15","0","0"
"1","11","21","0","0","15","2","0","15","0","0"
"1","11","22","0","0","15","2","0","15","0","0"
"1","11","23","0","0","15","2","0","15","0","0"
"1","12","0","0","0","15","2","0","15","0","0"
"1","12","1","0","0","15","2","0","15","0","0"
"1","12","2","0","0","15","1","0","15","0","0"
"1","12","3","0","0","15","1","0","15","0","0"
"1","12","4","0","0","15","1","0","15","0","0"
"1","12","5","0","0","15","1","0","15","0","0"
"1","12","6","0","0","15","1","0","15","0","0"
"1","12","7","0","0","17","2","0","17","0","0"
"1","12","8","0","17","18","3","15.363","16.47","137.292","83.77"
"1","12","9","0","44","19","4","39.889","18.33","353.469","295.861"
"1","12","10","0","99","20","4","89.062","20.685","780.739","714.545"
"1","12","11","0","120","21","4","107.846","22.334","938.221","868.692"
"1","12","12","13","217","22","5","195.274","25.228","1670.316","1584.07"
"1","12","13","4","185","23","5","167.85","25.835","1435.197","1354.537"
"1","12","14","128","242","22","4","285.586","28.056","2383.707","2279.254"
"1","12","15","33","161","21","3","169.81","24.905","1450.536","1369.518"
"1","12","16","24","92","19","1","102.92","21.403","891.159","822.636"
"1","12","17","0","15","17","1","13.568","15.458","121.807","68.57"
"1","12","18","0","0","15","2","0","15","0","0"
"1","12","19","0","0","13","4","0","13","0","0"
"1","12","20","0","0","10","6","0","10","0","0"
"1","12","21","0","0","8","5","0","8","0","0"
"1","12","22","0","0","6","5","0","6","0","0"
"1","12","23","0","0","4","5","0","4","0","0"
"1","13","0","0","0","2","5","0","2","0","0"
"1","13","1","0","0","1","5","0","1","0","0"
"1","13","2","0","0","1","5","0","1","0","0"
"1","13","3","0","0","0","5","0","0","0","0"
"1","13","4","0","0","0","5","0","0","0","0"
"1","13","5","0","0","0","5","0","0","0","0"
"1","13","6","0","0","0","5","0","0","0","0"
"1","13","7","0","0","0","5","0","0","0","0"
"1","13","8","68","71","2","6","57.173","1.62","545.215","483.838"
"1","13","9","486","111","4","6","78.002","4.169","735.804","670.546"
"1","13","10","912","74","6","6","92.303","6.517","628.922","565.857"
"1","13","11","962","78","8","6","257.392","11.943","1791.833","1702.62"
"1","13","12","983","79","9","5","395.971","16.937","3086.831","2962.582"
"1","13","13","981","77","10","5","488.92","20.372","3964.62","3813.077"
"1","13","14","953","72","10","5","522.413","21.346","4300.907","4138.148"
"1","13","15","883","65","9","4","486.923","21.156","4013.407","3860.263"
"1","13","16","738","51","7","3","375.526","17.317","3092.527","2968.11"
"1","13","17","338","21","5","2","152.089","9.344","1250.162","1173.754"
"1","13","18","0","0","3","2","0","3","0","0"
"1","13","19","0","0","2","2","0","2","0","0"
"1","13","20","0","0","2","3","0","2","0","0"
"1","13","21","0","0","1","3","0","1","0","0"
"1","13","22","0","0","0","3","0","0","0","0"
"1","13","23","0","0","0","3","0","0","0","0"
"1","14","0","0","0","0","3","0","0","0","0"
"1","14","1","0","0","0","3","0","0","0","0"
"1","14","2","0","0","0","4","0","0","0","0"
"1","14","3","0","0","0","4","0","0","0","0"
"1","14","4","0","0","0","4","0","0","0","0"
"1","14","5","0","0","0","4","0","0","0","0"
"1","14","6","0","0","-1","4","0","-1","0","0"
"1","14","7","0","0","0","4","0","0","0","0"
"1","14","8","0","53","0","4","46.997","-0.813","452.783","393.24"
"1","14","9","302","139","2","5","101.963","2.694","967.911","897.743"
"1","14","10","479","174","4","5","134.943","5.593","1139.007","1065.092"
"1","14","11","938","85","6","4","259.439","11.146","1831.174","1740.988"
"1","14","12","731","147","7","4","363.351","15.201","2934.328","2814.528"
"1","14","13","941","89","8","4","485.058","19.62","3960.204","3808.806"
"1","14","14","642","141","8","4","444.605","18.969","3749.855","3605.254"
"1","14","15","303","165","7","4","311.385","14.452","2722.075","2608.325"
"1","14","16","130","99","6","3","161.02","9.637","1438.215","1357.485"
"1","14","17","18","22","4","2","27.771","3.165","254.801","199.079"
"1","14","18","0","0","2","2","0","2","0","0"
"1","14","19","0","0","2","2","0","2","0","0"
"1","14","20","0","0","1","2","0","1","0","0"
"1","14","21","0","0","1","2","0","1","0","0"
"1","14","22","0","0","1","3","0","1","0","0"
"1","14","23","0","0","1","3","0","1","0","0"
"1","15","0","0","0","1","3","0","1","0","0"
"1","15","1","0","0","1","3","0","1","0","0"
"1","15","2","0","0","1","3","0","1","0","0"
"1","15","3","0","0","1","3","0","1","0","0"
"1","15","4","0","0","1","3","0","1","0","0"
"1","15","5","0","0","1","3","0","1","0","0"
"1","15","6","0","0","0","4","0","0","0","0"
"1","15","7","0","0","0","4","0","0","0","0"
"1","15","8","0","43","1","4","38.973","-0.014","374.223","316.214"
"1","15","9","0","79","1","4","71.051","0.943","679.497","615.4"
"1","15","10","0","151","2","4","130.502","3.593","1234.088","1158.043"
"1","15","11","0","105","4","4","95.025","4.88","893.657","825.081"
"1","15","12","3","183","5","4","163.702","7.549","1520.488","1437.826"
"1","15","13","3","185","6","5","167.524","8.501","1549.944","1466.583"
"1","15","14","0","130","6","5","118.286","7.388","1100.435","1027.374"
"1","15","15","65","175","5","5","199.135","8.103","1828.101","1737.991"
"1","15","16","55","99","4","4","123.714","5.842","1139.461","1065.535"
"1","15","17","0","20","3","3","18.116","1.752","172.659","118.48"
"1","15","18","0","0","1","2","0","1","0","0"
"1","15","19","0","0","0","2","0","0","0","0"
"1","15","20","0","0","0","2","0","0","0","0"
"1","15","21","0","0","0","2","0","0","0","0"
"1","15","22","0","0","0","2","0","0","0","0"
"1","15","23","0","0","-1","2","0","-1","0","0"
"1","16","0","0","0","-1","2","0","-1","0","0"
"1","16","1","0","0","-2","2","0","-2","0","0"
"1","16","2","0","0","-2","2","0","-2","0","0"
"1","16","3","0","0","-3","2","0","-3","0","0"
"1","16","4","0","0","-3","2","0","-3","0","0"
"1","16","5","0","0","-3","2","0","-3","0","0"
"1","16","6","0","0","-3","2","0","-3","0","0"
"1","16","7","0","0","-1","2","0","-1","0","0"
"1","16","8","631","47","1","3","39.438","-0.164","378.926","320.825"
"1","16","9","827","67","4","3","50.536","3.354","478.376","418.329"
"1","16","10","914","79","7","3","99.451","7.843","670.975","607.052"
"1","16","11","954","86","8","3","266.637","13.792","1866.713","1775.644"
"1","16","12","967","89","9","3","404.841","19.274","3146.31","3020.302"
"1","16","13","959","89","10","3","497.296","23.305","3998.743","3846.081"
"1","16","14","929","84","10","4","530.458","23.163","4349.232","4184.827"
"1","16","15","871","73","9","3","499.078","22.83","4099.646","3943.65"
"1","16","16","745","54","6","2","388.96","18.369","3202.881","3075.188"
"1","16","17","386","22","3","1","173.489","9.649","1427.594","1347.111"
"1","16","18","0","0","2","1","0","2","0","0"
"1","16","19","0","0","2","1","0","2","0","0"
"1","16","20","0","0","2","1","0","2","0","0"
"1","16","21","0","0","1","1","0","1","0","0"
"1","16","22","0","0","0","1","0","0","0","0"
"1","16","23","0","0","0","1","0","0","0","0"
"1","17","0","0","0","0","1","0","0","0","0"
"1","17","1","0","0","0","1","0","0","0","0"
"1","17","2","0","0","0","2","0","0","0","0"
"1","17","3","0","0","0","2","0","0","0","0"
"1","17","4","0","0","0","2","0","0","0","0"
"1","17","5","0","0","0","2","0","0","0","0"
"1","17","6","0","0","0","2","0","0","0","0"
"1","17","7","0","0","1","2","0","1","0","0"
"1","17","8","665","40","4","3","32.883","2.68","312.167","255.353"
"1","17","9","849","54","8","3","46.313","7.259","431.102","371.985"
"1","17","10","929","63","12","3","90.075","12.628","560.06","498.385"
"1","17","11","967","68","14","3","256.973","19.512","1727.212","1639.583"
"1","17","12","978","71","15","3","395.44","24.941","2981.667","2860.496"
"1","17","13","970","71","16","3","488.043","28.937","3815.048","3668.358"
"1","17","14","939","68","16","3","522.15","30.177","4137.677","3980.415"
"1","17","15","866","64","15","2","488.394","30.27","3872.347","3723.808"
"1","17","16","733","50","12","1","381.996","26.637","3029.363","2906.801"
"1","17","17","379","22","9","1","172.229","15.472","1384.088","1304.615"
"1","17","18","0","0","7","1","0","7","0","0"
"1","17","19","0","0","6","1","0","6","0","0"
"1","17","20","0","0","5","1","0","5","0","0"
"1","17","21","0","0","4","1","0","4","0","0"
"1","17","22","0","0","4","1","0","4","0","0"
"1","17","23","0","0","3","1","0","3","0","0"
"1","18","0","0","0","2","1","0","2","0","0"
"1","18","1","0","0","2","1","0","2","0","0"
"1","18","2","0","0","1","1","0","1","0","0"
"1","18","3","0","0","1","1","0","1","0","0"
"1","18","4","0","0","0","1","0","0","0","0"
"1","18","5","0","0","0","1","0","0","0","0"
"1","18","6","0","0","0","1","0","0","0","0"
"1","18","7","0","0","2","1","0","2","0","0"
"1","18","8","651","43","5","0","35.586","1.615","339.359","282.023"
"1","18","9","838","60","9","0","44.852","6.791","418.352","359.484"
"1","18","10","919","70","12","2","96.17","12.883","609.583","546.91"
"1","18","11","957","76","14","2","263.107","20.445","1779.86","1690.942"
"1","18","12","970","79","15","2","401.813","26.496","3020.219","2897.925"
"1","18","13","961","79","16","2","494.099","30.882","3835.716","3688.361"
"1","18","14","930","75","16","2","527.587","32.283","4145.928","3988.39"
"1","18","15","858","69","15","1","494.204","33.603","3862.875","3714.642"
"1","18","16","719","55","12","1","383.968","26.749","3051.692","2928.476"
"1","18","17","360","24","9","1","172.281","15.489","1393.761","1314.064"
"1","18","18","0","0","7","1","0","7","0","0"
"1","18","19","0","0","6","1","0","6","0","0"
"1","18","20","0","0","6","1","0","6","0","0"
"1","18","21","0","0","5","1","0","5","0","0"
"1","18","22","0","0","5","1","0","5","0","0"
"1","18","23","0","0","5","2","0","5","0","0"
"1","19","0","0","0","4","1","0","4","0","0"
"1","19","1","0","0","3","1","0","3","0","0"
"1","19","2","0","0","3","1","0","3","0","0"
"1","19","3","0","0","4","2","0","4","0","0"
"1","19","4","0","0","4","2","0","4","0","0"
"1","19","5","0","0","5","1","0","5","0","0"
"1","19","6","0","0","5","1","0","5","0","0"
"1","19","7","0","0","5","1","0","5","0","0"
"1","19","8","399","58","6","1","45.055","4.529","424.355","365.37"
"1","19","9","733","66","8","2","49.078","7.288","456.78","397.159"
"1","19","10","820","101","11","2","108.477","12.284","744.281","678.847"
"1","19","11","571","190","14","3","261.572","19.708","1986.982","1892.888"
"1","19","12","685","168","16","4","373.173","24.482","2925.243","2805.706"
"1","19","13","504","225","17","3","421.124","28.046","3412.706","3278.658"
"1","19","14","904","80","17","3","522.773","30.946","4142.068","3984.659"
"1","19","15","822","76","16","2","487.075","31.211","3860.448","3712.293"
"1","19","16","686","59","14","1","376.401","28.375","2976.916","2855.882"
"1","19","17","336","26","12","1","167.262","18.222","1343.308","1264.775"
"1","19","18","0","0","10","1","0","10","0","0"
"1","19","19","0","0","9","1","0","9","0","0"
"1","19","20","0","0","8","1","0","8","0","0"
"1","19","21","0","0","8","1","0","8","0","0"
"1","19","22","0","0","7","1","0","7","0","0"
"1","19","23","0","0","6","1","0","6","0","0"
"1","20","0","0","0","5","1","0","5","0","0"
"1","20","1","0","0","5","1","0","5","0","0"
"1","20","2","0","0","5","1","0","5","0","0"
"1","20","3","0","0","4","1","0","4","0","0"
"1","20","4","0","0","4","1","0","4","0","0"
"1","20","5","0","0","4","1","0","4","0","0"
"1","20","6","0","0","4","1","0","4","0","0"
"1","20","7","0","0","5","1","0","5","0","0"
"1","20","8","575","51","8","1","39.161","6.34","365.982","308.132"
"1","20","9","773","72","12","1","54.123","11.341","494.875","434.501"
"1","20","10","861","85","15","2","99.617","16.102","632.368","569.233"
"1","20","11","901","93","18","2","268.461","24.66","1823.255","1733.265"
"1","20","12","931","89","19","3","401.575","29.142","3001.833","2880.075"
"1","20","13","916","91","20","3","490.64","32.991","3787.203","3641.407"
"1","20","14","876","89","20","2","520.949","35.988","4035.78","3881.899"
"1","20","15","817","76","19","1","487.49","37.197","3755.892","3611.099"
"1","20","16","675","60","17","1","376.931","31.323","2945.326","2825.209"
"1","20","17","325","27","14","1","165.507","20.156","1321.693","1243.656"
"1","20","18","0","0","12","1","0","12","0","0"
"1","20","19","0","0","11","1","0","11","0","0"
"1","20","20","0","0","10","1","0","10","0","0"
"1","20","21","0","0","10","1","0","10","0","0"
